address,area,balcony,cellar,city,contact_name,district,extra_costs,garden,immo_id,kitchen,lat,lng,media_count,price,private,rooms,sqm,title,url,zip_code
,,true,false,München,Thomas Röthig,Neuhausen,,false,117878968,false,,,28,800000,false,3,109.3,"Letzte Gelegenheit! Nur noch eine Wohnung frei,  Neubau,  3-Zi.Terrassenwhg. in ruhiger Innenhoflage",https://www.immobilienscout24.de/expose/117878968,80637
,,true,true,München,Kathrin Röthig,Neuhausen,,false,121396609,false,,,25,680000,false,2,74,Innenhoflage in Neuhausen! Moderne 2-Zimmer-Loftwohnung mit großem Süd-Balkon und TG-Stellplatz!,https://www.immobilienscout24.de/expose/121396609,80637
Arnulfstraße 150-152,,true,false,München,Team QUARTIER NEUHAUSEN,Neuhausen,,false,120857360,false,48.14702,11.53201,6,989000,false,3,74.06,Hochwertige 3-Zimmer-Wohnung mit Dachterrasse in Neuhausen,https://www.immobilienscout24.de/expose/120857360,80634
,,false,true,München,Thomas Röthig,Schwanthalerhöhe,,false,120606745,false,,,36,600000,false,2,70,"Einziehen und sich Wohlfühlen! Moderne 2-Zimmer-Wohnung mit Loftcharakter an der Bavaria, Alpenblick",https://www.immobilienscout24.de/expose/120606745,80339
Hanauer Straße 6,,true,true,München,Beratung  und Verkauf,Moosach,,false,118637407,false,48.17379,11.52889,8,999900,false,4,102.22,***Ideal geschnittene 4-Zimmer-Wohnung mit sonnigem Südbalkon und großzügiger Raumaufteilung,https://www.immobilienscout24.de/expose/118637407,80992
Schillerstraße 41,,true,false,München,Christine Schwarz,Ludwigsvorstadt-Isarvorstadt,,false,121227785,true,48.13517,11.561,14,849900,false,2,65.37,Extravagante 2-Zimmer-Wohnung mit Balkon inmitten des unverwechselbaren Münchner Lifestyles,https://www.immobilienscout24.de/expose/121227785,80336
,,true,true,München,Thomas Röthig,Schwabing-West,,false,121131547,true,,,20,200000,false,3,100,Sonnenparadies am Luitpoldpark! Ruhige und helle 3-Zimmer-Wohnung mit 2 Loggien im Erbbaurecht.,https://www.immobilienscout24.de/expose/121131547,80809
,,false,false,München,Doris  Knoblich,Ludwigsvorstadt-Isarvorstadt,,false,120174717,true,,,11,689000,false,3,71,Top-Lage/ Top-Investment: Bestens vermietete 3-Zimmer-Wohnung (WG) in Ludwigsvorstadt-Isarvorstadt,https://www.immobilienscout24.de/expose/120174717,80337
,,true,true,München,Benjamin Simml,Moosach,,false,117539731,true,,,10,798000,false,4,136.92,Großzügige DG-Galeriewohnung inkl. 2 TG-Einzelstellplätze!,https://www.immobilienscout24.de/expose/117539731,80993
,,true,true,München,Benjamin  Renz,Ludwigsvorstadt-Isarvorstadt,,false,121120565,true,,,21,939000,false,2,62.6,CITY-APARTMENT AM GÄRTNERPLATZ MIT PRIVATER DACHTERRASSE,https://www.immobilienscout24.de/expose/121120565,80469
