address,area,balcony,cellar,city,contact_name,district,extra_costs,garden,immo_id,kitchen,lat,lng,media_count,price,private,rooms,sqm,title,url,zip_code
,,true,false,München (Kreis),Dirk Beiling,Höhenkirchen-Siegertsbrunn,,false,114947877,false,,,4,638000,false,3,83,MÜNCHEN-HÖHENKIRCHEN: LINDEN 11!,https://www.immobilienscout24.de/expose/114947877,85635
Robert-Koch-Str. 27,,true,true,München (Kreis),Markus Hallmann,Ottobrunn,,false,113182616,false,48.05262,11.66021,9,504900,false,2,69.81,Großzügige 2-Zimmer-Wohnung in Ottobrunn - Perfekt für Paare!,https://www.immobilienscout24.de/expose/113182616,85521
Riegerweg 12,,true,false,München (Kreis),Christian  Matzke,Taufkirchen,,false,115295146,false,48.04675,11.62703,9,699000,false,3,83.7,Gut geschnittene 3 Zimmer Wohnung,https://www.immobilienscout24.de/expose/115295146,82024
,,true,true,München (Kreis),Stefanie Geim,Haar,,false,115229888,false,,,16,575000,false,3.5,101,Familienwohnen im Herzen von Haar! Großzügige Balkonwohnung sucht ihre neuen Bewohner!,https://www.immobilienscout24.de/expose/115229888,85540
,,true,true,München (Kreis),Jessica Wagner,Kirchheim bei München,,false,114358946,true,,,10,698000,false,4,145,Heimstetten/Räterpark! Helle 4-Zi-Wohnung mit 177m² Südterrasse! 500m zur S-Bahn (S2)!,https://www.immobilienscout24.de/expose/114358946,85551
Pasinger Straße 18,,true,true,München (Kreis),Beratung und Verkauf,Gräfelfing,,false,114953035,false,48.11758,11.43972,6,880650,false,3,85.5,Hell & freundlich! Perfekte 3-Zimmer-Wohnung mit 2 Balkonen und hoher Lebensqualität,https://www.immobilienscout24.de/expose/114953035,82166
Weidachstr. 7,,true,true,München (Kreis),José Ferreira,Garching bei München,,false,115207968,true,48.24286,11.65782,9,599000,false,3,98,2-Zimmerwohnung mit zusätzlicher ELW! Terrassentraum für Liebhaber!,https://www.immobilienscout24.de/expose/115207968,85748
,,true,true,München (Kreis),,Taufkirchen,,false,114800149,false,,,11,358500,false,2,62.5,Helle Dachgeschosswohnung mit viel Flair in Alt-Taufkirchen...,https://www.immobilienscout24.de/expose/114800149,82024
,,true,false,München (Kreis),,Haar,,false,113557883,false,,,3,757000,false,2,94,Diese traumhafte 2-Zi-Wohnung MÜSSEN Sie persönlich gesehen haben...,https://www.immobilienscout24.de/expose/113557883,85540
,,true,true,München (Kreis),Wolfgang Zass ImmoFachwirt,Oberschleißheim,,false,114712609,true,,,29,465000,false,3,77.29,Wunderbare 3-Zimmer Wohnung mit Südwest-Balkon (Nähe S-Bhf.) & Tiefgarage,https://www.immobilienscout24.de/expose/114712609,85764
,,true,true,München (Kreis),Engel & Völkers München Nord/Ost,Ismaning,,false,114935785,true,,,4,494000,false,2,63,ENGEL & VÖLKERS - Es gibt noch Traumwohnungen!,https://www.immobilienscout24.de/expose/114935785,85737
,,true,false,München (Kreis),,Unterhaching,,false,115166738,true,,,14,499000,false,4,106,"Brück Immbilien - Freie, ansprechende 4 Zi.-ETW mit Süd- + West-Loggia und herrlichem Bergblick",https://www.immobilienscout24.de/expose/115166738,82008
,,true,true,München (Kreis),Barbara Bednarska,Unterschleißheim,,false,111904954,true,,,6,265000,false,2.5,76.98,"Gepflegt, sonnenhell, geräumig!",https://www.immobilienscout24.de/expose/111904954,85716
,,true,true,München (Kreis),Kerstin Höcht,Unterföhring,,false,113917126,true,,,18,478000,false,2.5,70,Wohnhighlight mit ca. 11 m² großer Süd-Loggia - Nähe S-Bahn,https://www.immobilienscout24.de/expose/113917126,85774
,,false,true,München (Kreis),Dieter Stolze,Unterhaching,,false,115041687,true,,,21,555000,false,2.5,97.75,Unterhaching: Penthouse mit über 70qm Dachterrasse,https://www.immobilienscout24.de/expose/115041687,82008
,,true,true,München (Kreis),Klaus Mühlbauer,Unterschleißheim,,false,114600089,true,,,25,565000,false,3,92,**** Bestlage in Unterschleißheim - 3 -Zimmer Wohnung mit windgeschützter Loggia***,https://www.immobilienscout24.de/expose/114600089,85716
,,true,true,München (Kreis),Uwe Förster,Unterschleißheim,,false,114970042,false,,,5,560000,false,3,75,Wohnung sucht Kapitalanleger,https://www.immobilienscout24.de/expose/114970042,85716
,,true,false,München (Kreis),Marcel Meier,Unterhaching,,false,114964455,true,,,6,465000,false,3,73,TOP geschnittene 3-Zimmerwohnung,https://www.immobilienscout24.de/expose/114964455,82008
,,true,true,München (Kreis),Mario Wilhelm Rodenhausen,Putzbrunn,,false,114867172,false,,,21,365000,false,4,82.43,Helle 3-4 Zimmer Wohnung in Putzbrunn,https://www.immobilienscout24.de/expose/114867172,85640
,,true,true,München (Kreis),Anna Maria Grohmann-Velchev,Ottobrunn,,true,113927585,true,,,26,525000,false,3.5,128.42," Großzügige 3,5-Zi-ETW mit uneinsehbaren Garten & Freischwimmbad & Baudenkmal & Erbbaurecht",https://www.immobilienscout24.de/expose/113927585,85521
,,true,true,München (Kreis),Heike Borchers,Unterhaching,,false,114802274,true,,,21,259000,false,3,77.83,***Heike Borchers Immobilien***Gelegenheit für Immobilienfüchse***Erbpacht!,https://www.immobilienscout24.de/expose/114802274,82008
,,false,true,München (Kreis),Herbert Wohlfahrt,Kirchheim bei München,,false,115287979,false,,,4,420000,false,3,68,AIGNER - Schöne 3- Zimmer-Gartenwohnung als Kapitalanlage,https://www.immobilienscout24.de/expose/115287979,85551
,,true,false,München (Kreis),Johannes Schöpfer,Haar,,false,115186451,false,,,16,850000,false,2,80.17,"Eigentumswohnung mit ca. 124,67 m² Wohnnutzfläche und riesigen Gartenanteil",https://www.immobilienscout24.de/expose/115186451,85540
,,true,false,München (Kreis),,Ottobrunn,,false,115036403,true,,,22,599000,false,4,100.49,"Schöne 4-Zimmer Wohnung mit Balkon, Aufzug und TG in Ottobrunn",https://www.immobilienscout24.de/expose/115036403,85521
,,true,true,München (Kreis),Harald Galwas,Unterschleißheim,,false,114088320,false,,,12,399500,false,3.5,89,"GI** HOCHPARTERRE! Schöne 3,5-Zi.-Whg. in Unterschleißheim",https://www.immobilienscout24.de/expose/114088320,85716
,,true,true,München (Kreis),,Pullach im Isartal,,true,114068330,true,,,7,485000,false,2,75,1Grundmehr. - Großzügige 2-Zimmer-Wohnung mit sonniger Süd-/ Westbalkon im Ortszentrum,https://www.immobilienscout24.de/expose/114068330,82049
,,true,false,München (Kreis),Nicole Zimmer,Höhenkirchen-Siegertsbrunn,,false,114464518,true,,,15,549000,false,4,98,"Großzügige 4ZKB Wohnung in zentraler, ruhiger Lage von Höhenkirchen - frei -",https://www.immobilienscout24.de/expose/114464518,85635
,,true,true,München (Kreis),Desirée Schmidt,Taufkirchen,,true,112828526,false,,,3,635000,false,3,72,Neubau Wohnung am Waldrand,https://www.immobilienscout24.de/expose/112828526,82024
,,true,true,München (Kreis),Ralph Schäfer,Grünwald,,false,114635713,true,,,30,885000,false,4,122.5,+++ Stilvolle Wohnung in exklusiver und ruhiger Lage von Grünwald - Stilvoll Wohnen mit Flair  +++,https://www.immobilienscout24.de/expose/114635713,82031
